,candidate,cnpj,date,department,expense,partido,provider,sequential_id,value
2783,OTA,10.785.686/0001-27,2017-03-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSB,M MARTINEZ COMBUSTIVEIS ME,250000010999.0,831.86
2784,OTA,10.376.277/0001-77,2017-03-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSB,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000010999.0,1050.0
2785,OTA,18.160.749/0001-61,2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,"KLEMP , DE PAULA SOCIEDADE DE ADVOGADOS",250000010999.0,6000.0
2786,OTA,67.002.329/0001-62,2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,WORK LINE SYSTEM INFORMÁTICA LTDA,250000010999.0,940.0
2787,OTA,50.176.288/0001-28,2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,198.54
2788,OTA,50.176.288/0001-28,2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,2101.17
2789,OTA,19.367.661/0001-88,2017-03-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,600.0
2790,OTA,06.226.820/0001-82,2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,CENTER PAPEIS COMERCIAL LTDA.,250000010999.0,193.95
2791,OTA,19.367.661/0001-88,2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,2248.9
2792,OTA,66.970.229/0001-67,2017-03-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSB,NEXTEL TELECOMUNICAÇÕES LTDA,250000010999.0,202.26
2793,OTA,61.533.949/0001-41,2017-04-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSB,S.A O ESTADO DE S. PAULO,250000010999.0,68.9
2794,OTA,10.785.686/0001-27,2017-04-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSB,M MARTINEZ COMBUSTIVEIS ME,250000010999.0,542.33
2795,OTA,07.489.168/0001-51,2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSB,IDEIAS SOLUÇÕES ARTES GRÁFICAS LTDA ME,250000010999.0,1120.0
2796,OTA,18.160.749/0001-61,2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,"KLEMP , DE PAULA SOCIEDADE DE ADVOGADOS",250000010999.0,6000.0
2797,OTA,67.002.329/0001-62,2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,WORK LINE SYSTEM INFORMÁTICA LTDA,250000010999.0,940.0
2798,OTA,50.176.288/0001-28,2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,348.95
2799,OTA,50.176.288/0001-28,2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,2101.17
2800,OTA,19.367.661/0001-88,2017-04-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,600.0
2801,OTA,10.376.277/0001-77,2017-04-01,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),PSB,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000010999.0,88.0
2802,OTA,66.970.229/0001-67,2017-04-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSB,NEXTEL TELECOMUNICAÇÕES LTDA,250000010999.0,197.87
2803,OTA,44.597.052/0079-22,2017-05-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSB,ABRIL COMUNICAÇÕES S/A,250000010999.0,546.96
2804,OTA,61.533.949/0001-41,2017-05-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSB,S.A O ESTADO DE S. PAULO,250000010999.0,68.9
2805,OTA,10.785.686/0001-27,2017-05-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSB,M MARTINEZ COMBUSTIVEIS ME,250000010999.0,614.92
2806,OTA,18.160.749/0001-61,2017-05-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,"KLEMP , DE PAULA SOCIEDADE DE ADVOGADOS",250000010999.0,6000.0
2807,OTA,67.002.329/0001-62,2017-05-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,WORK LINE SYSTEM INFORMÁTICA LTDA,250000010999.0,940.0
2808,OTA,50.176.288/0001-28,2017-05-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,588.65
2809,OTA,50.176.288/0001-28,2017-05-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,2101.17
2810,OTA,19.367.661/0001-88,2017-05-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,600.0
2811,OTA,06.226.820/0001-82,2017-05-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,CENTER PAPEIS COMERCIAL LTDA.,250000010999.0,323.4
2812,OTA,19.367.661/0001-88,2017-05-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,189.9
2813,OTA,66.970.229/0001-67,2017-05-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSB,NEXTEL TELECOMUNICAÇÕES LTDA,250000010999.0,215.25
2814,OTA,61.533.949/0001-41,2017-06-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSB,S.A O ESTADO DE S. PAULO,250000010999.0,68.9
2815,OTA,10.785.686/0001-27,2017-06-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSB,M MARTINEZ COMBUSTIVEIS ME,250000010999.0,540.28
2816,OTA,18.160.749/0001-61,2017-06-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,"KLEMP , DE PAULA SOCIEDADE DE ADVOGADOS",250000010999.0,6000.0
2817,OTA,67.002.329/0001-62,2017-06-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,WORK LINE SYSTEM INFORMÁTICA LTDA,250000010999.0,940.0
2818,OTA,50.176.288/0001-28,2017-06-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,88.75
2819,OTA,50.176.288/0001-28,2017-06-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,2101.17
2820,OTA,19.367.661/0001-88,2017-06-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,600.0
2821,OTA,06.226.820/0001-82,2017-06-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,CENTER PAPEIS COMERCIAL LTDA.,250000010999.0,245.4
2822,OTA,19.367.661/0001-88,2017-06-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,1570.0
2823,OTA,66.970.229/0001-67,2017-06-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSB,NEXTEL TELECOMUNICAÇÕES LTDA,250000010999.0,224.24
2824,OTA,61.533.949/0001-41,2017-07-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSB,S.A O ESTADO DE S. PAULO,250000010999.0,68.9
2825,OTA,10.785.686/0001-27,2017-07-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSB,M MARTINEZ COMBUSTIVEIS ME,250000010999.0,539.55
2826,OTA,18.160.749/0001-61,2017-07-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,"KLEMP , DE PAULA SOCIEDADE DE ADVOGADOS",250000010999.0,6000.0
2827,OTA,67.002.329/0001-62,2017-07-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,WORK LINE SYSTEM INFORMÁTICA LTDA,250000010999.0,940.0
2828,OTA,50.176.288/0001-28,2017-07-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,28.6
2829,OTA,50.176.288/0001-28,2017-07-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,2101.17
2830,OTA,19.367.661/0001-88,2017-07-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,600.0
2831,OTA,19.367.661/0001-88,2017-07-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,2227.5
2832,OTA,66.970.229/0001-67,2017-07-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSB,NEXTEL TELECOMUNICAÇÕES LTDA,250000010999.0,223.86
2833,OTA,61.533.949/0001-41,2017-08-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSB,S.A O ESTADO DE S. PAULO,250000010999.0,68.9
2834,OTA,10.785.686/0001-27,2017-08-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSB,M MARTINEZ COMBUSTIVEIS ME,250000010999.0,652.72
2835,OTA,18.160.749/0001-61,2017-08-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,"KLEMP , DE PAULA SOCIEDADE DE ADVOGADOS",250000010999.0,6000.0
2836,OTA,67.002.329/0001-62,2017-08-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,WORK LINE SYSTEM INFORMÁTICA LTDA,250000010999.0,940.0
2837,OTA,18.588.528/0001-99,2017-08-01,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,PSB,ARTE LU E RO GRAFICA EIRELI,250000010999.0,580.0
2838,OTA,50.176.288/0001-28,2017-08-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,307.74
2839,OTA,50.176.288/0001-28,2017-08-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,2101.17
2840,OTA,19.367.661/0001-88,2017-08-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,600.0
2841,OTA,06.226.820/0001-82,2017-08-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,CENTER PAPEIS COMERCIAL LTDA.,250000010999.0,138.6
2842,OTA,19.367.661/0001-88,2017-08-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,847.5
2843,OTA,66.970.229/0001-67,2017-08-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSB,NEXTEL TELECOMUNICAÇÕES LTDA,250000010999.0,230.67
2844,OTA,61.533.949/0001-41,2017-09-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSB,S.A O ESTADO DE S. PAULO,250000010999.0,137.8
2845,OTA,10.376.277/0001-77,2017-09-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSB,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000010999.0,1080.0
2846,OTA,18.160.749/0001-61,2017-09-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,"KLEMP , DE PAULA SOCIEDADE DE ADVOGADOS",250000010999.0,6000.0
2847,OTA,67.002.329/0001-62,2017-09-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,WORK LINE SYSTEM INFORMÁTICA LTDA,250000010999.0,940.0
2848,OTA,50.176.288/0001-28,2017-09-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,129.75
2849,OTA,50.176.288/0001-28,2017-09-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,2101.17
2850,OTA,19.367.661/0001-88,2017-09-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,600.0
2851,OTA,66.970.229/0001-67,2017-09-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSB,NEXTEL TELECOMUNICAÇÕES LTDA,250000010999.0,221.27
2852,OTA,61.533.949/0001-41,2017-10-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSB,S.A O ESTADO DE S. PAULO,250000010999.0,68.9
2853,OTA,10.785.686/0001-27,2017-10-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSB,M MARTINEZ COMBUSTIVEIS ME,250000010999.0,841.39
2854,OTA,18.160.749/0001-61,2017-10-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,"KLEMP , DE PAULA SOCIEDADE DE ADVOGADOS",250000010999.0,6000.0
2855,OTA,67.002.329/0001-62,2017-10-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,WORK LINE SYSTEM INFORMÁTICA LTDA,250000010999.0,940.0
2856,OTA,50.176.288/0001-28,2017-10-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,154.7
2857,OTA,50.176.288/0001-28,2017-10-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,2101.17
2858,OTA,19.367.661/0001-88,2017-10-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,600.0
2859,OTA,06.226.820/0001-82,2017-10-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,CENTER PAPEIS COMERCIAL LTDA.,250000010999.0,259.6
2860,OTA,19.367.661/0001-88,2017-10-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,663.0
2861,OTA,10.376.277/0001-77,2017-10-01,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),PSB,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000010999.0,650.0
2862,OTA,66.970.229/0001-67,2017-10-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSB,NEXTEL TELECOMUNICAÇÕES LTDA,250000010999.0,246.92
2863,OTA,61.533.949/0001-41,2017-11-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSB,S.A O ESTADO DE S. PAULO,250000010999.0,68.9
2864,OTA,10.785.686/0001-27,2017-11-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSB,M MARTINEZ COMBUSTIVEIS ME,250000010999.0,567.24
2865,OTA,10.376.277/0001-77,2017-11-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSB,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000010999.0,845.0
2866,OTA,18.160.749/0001-61,2017-11-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,"KLEMP , DE PAULA SOCIEDADE DE ADVOGADOS",250000010999.0,6000.0
2867,OTA,67.002.329/0001-62,2017-11-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,WORK LINE SYSTEM INFORMÁTICA LTDA,250000010999.0,1860.0
2868,OTA,50.176.288/0001-28,2017-11-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,62.5
2869,OTA,50.176.288/0001-28,2017-11-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,2101.17
2870,OTA,19.367.661/0001-88,2017-11-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,600.0
2871,OTA,06.226.820/0001-82,2017-11-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,CENTER PAPEIS COMERCIAL LTDA.,250000010999.0,107.3
2872,OTA,66.970.229/0001-67,2017-11-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSB,NEXTEL TELECOMUNICAÇÕES LTDA,250000010999.0,195.6
2873,OTA,61.533.949/0001-41,2017-12-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSB,S.A O ESTADO DE S. PAULO,250000010999.0,68.9
2874,OTA,10.785.686/0001-27,2017-12-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSB,M MARTINEZ COMBUSTIVEIS ME,250000010999.0,363.94
2875,OTA,18.160.749/0001-61,2017-12-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,"KLEMP , DE PAULA SOCIEDADE DE ADVOGADOS",250000010999.0,6000.0
2876,OTA,67.002.329/0001-62,2017-12-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,WORK LINE SYSTEM INFORMÁTICA LTDA,250000010999.0,940.0
2877,OTA,50.176.288/0001-28,2017-12-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,24449.4
2878,OTA,50.176.288/0001-28,2017-12-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,2101.17
2879,OTA,19.367.661/0001-88,2017-12-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,600.0
2880,OTA,19.367.661/0001-88,2017-12-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,658.0
2881,OTA,66.970.229/0001-67,2017-12-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSB,NEXTEL TELECOMUNICAÇÕES LTDA,250000010999.0,213.75
2882,PAULO FRANGE,60.830.627/0001-00,2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,PTB,AUTO POSTO BAURU LTDA,250000019126.0,604.78
2883,PAULO FRANGE,50.176.288/0001-28,2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PTB,CAMARA MUNICIPAL DE SÃO PAULO,250000019126.0,9528.43
2884,PAULO FRANGE,50.176.288/0001-28,2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PTB,CAMARA MUNICIPAL DE SÃO PAULO,250000019126.0,2058.08
2885,PAULO FRANGE,07.915.380/0001-33,2017-01-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PTB,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,250000019126.0,600.0
2886,PAULO FRANGE,62.067.384/0001-17,2017-01-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PTB,PAPELARIA ESTADÃO LTDA.,250000019126.0,171.7
2887,PAULO FRANGE,60.830.627/0001-00,2017-02-01,GABINETE DE VEREADOR,COMBUSTIVEL,PTB,AUTO POSTO BAURU LTDA,250000019126.0,594.1
2888,PAULO FRANGE,50.176.288/0001-28,2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PTB,CAMARA MUNICIPAL DE SÃO PAULO,250000019126.0,6200.29
2889,PAULO FRANGE,50.176.288/0001-28,2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PTB,CAMARA MUNICIPAL DE SÃO PAULO,250000019126.0,2101.17
2890,PAULO FRANGE,07.915.380/0001-33,2017-02-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PTB,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,250000019126.0,600.0
2891,PAULO FRANGE,25.321.968/0001-40,2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PTB,NOVA VIDA PAPELARIA E COLETOR DIGITAL LTDA ME,250000019126.0,1515.5
2892,PAULO FRANGE,60.830.627/0001-00,2017-03-01,GABINETE DE VEREADOR,COMBUSTIVEL,PTB,AUTO POSTO BAURU LTDA,250000019126.0,531.24
2893,PAULO FRANGE,50.176.288/0001-28,2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PTB,CAMARA MUNICIPAL DE SÃO PAULO,250000019126.0,7361.48
2894,PAULO FRANGE,50.176.288/0001-28,2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PTB,CAMARA MUNICIPAL DE SÃO PAULO,250000019126.0,2101.17
2895,PAULO FRANGE,07.915.380/0001-33,2017-03-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PTB,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,250000019126.0,600.0
2896,PAULO FRANGE,62.067.384/0001-17,2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PTB,PAPELARIA ESTADÃO LTDA.,250000019126.0,442.0
2897,PAULO FRANGE,60.830.627/0001-00,2017-04-01,GABINETE DE VEREADOR,COMBUSTIVEL,PTB,AUTO POSTO BAURU LTDA,250000019126.0,364.89
2898,PAULO FRANGE,14.070.085/0001-99,2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PTB,JOLICOLOR SIGNS COMERCIAL EIRELI,250000019126.0,6280.0
2899,PAULO FRANGE,50.176.288/0001-28,2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PTB,CAMARA MUNICIPAL DE SÃO PAULO,250000019126.0,6530.39
2900,PAULO FRANGE,50.176.288/0001-28,2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PTB,CAMARA MUNICIPAL DE SÃO PAULO,250000019126.0,2101.17
2901,PAULO FRANGE,07.915.380/0001-33,2017-04-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PTB,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,250000019126.0,600.0
2902,PAULO FRANGE,25.321.968/0001-40,2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PTB,NOVA VIDA PAPELARIA E COLETOR DIGITAL LTDA ME,250000019126.0,1474.3
2903,PAULO FRANGE,62.067.384/0001-17,2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PTB,PAPELARIA ESTADÃO LTDA.,250000019126.0,254.4
2904,PAULO FRANGE,60.830.627/0001-00,2017-05-01,GABINETE DE VEREADOR,COMBUSTIVEL,PTB,AUTO POSTO BAURU LTDA,250000019126.0,516.26
2905,PAULO FRANGE,50.176.288/0001-28,2017-05-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PTB,CAMARA MUNICIPAL DE SÃO PAULO,250000019126.0,5420.78
2906,PAULO FRANGE,50.176.288/0001-28,2017-05-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PTB,CAMARA MUNICIPAL DE SÃO PAULO,250000019126.0,2101.17
2907,PAULO FRANGE,07.915.380/0001-33,2017-05-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PTB,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,250000019126.0,600.0
2908,PAULO FRANGE,25.321.968/0001-40,2017-05-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PTB,NOVA VIDA PAPELARIA E COLETOR DIGITAL LTDA ME,250000019126.0,2510.0
2909,PAULO FRANGE,53.700.159/0001-85,2017-05-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PTB,ESPACIAL SUPRIMENTOS DE ESCRITORIO E INFORMATICA LTDA.,250000019126.0,721.32
2910,PAULO FRANGE,62.067.384/0001-17,2017-05-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PTB,PAPELARIA ESTADÃO LTDA.,250000019126.0,219.0
